date,species,wnvpresent,trap,latitude,longitude,species_ord,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,BC,HZ,DZ,VC,SQ,TS,RA,GR,MI,BR,FU,FG+,FG,SN,rel_humid,tavg_change,tavg_lag5,tavg_lag14,tavg_lag28,rel_humid_lag5,rel_humid_lag14,rel_humid_lag28,avgspeed_lag5,avgspeed_lag14,avgspeed_lag28,preciptotal_lag5,preciptotal_lag14,preciptotal_lag28,week_number
2007-05-29,CULEX RESTUANS,0,T094,41.720848,-87.666014,1.0,88,62,75,11,58,65,0,10,421,1917,0.0,29.42,30.1,5.8,17,6.95,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62.733525549370746,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226856,40.69280515438298,38.8855970473612,7.51,9.682142857142855,10.2,0.15,0.06928571428571427,0.05535714285714286,22
2007-05-29,CULEX RESTUANS,0,T096,41.731922,-87.677512,1.0,88,62,75,11,58,65,0,10,421,1917,0.0,29.42,30.1,5.8,17,6.95,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62.733525549370746,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226856,40.69280515438298,38.8855970473612,7.51,9.682142857142855,10.2,0.15,0.06928571428571427,0.05535714285714286,22
2007-05-29,CULEX RESTUANS,0,T159,41.732984,-87.649642,1.0,88,62,75,11,58,65,0,10,421,1917,0.0,29.42,30.1,5.8,17,6.95,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62.733525549370746,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226856,40.69280515438298,38.8855970473612,7.51,9.682142857142855,10.2,0.15,0.06928571428571427,0.05535714285714286,22
2007-05-29,CULEX RESTUANS,0,T091,41.862292,-87.64886,1.0,88,62,75,11,58,65,0,10,421,1917,0.0,29.42,30.1,5.8,17,6.95,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62.733525549370746,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226856,40.69280515438298,38.8855970473612,7.51,9.682142857142855,10.2,0.15,0.06928571428571427,0.05535714285714286,22
2007-05-29,CULEX RESTUANS,0,T048,41.867108,-87.654224,1.0,88,62,75,11,58,65,0,10,421,1917,0.0,29.42,30.1,5.8,17,6.95,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62.733525549370746,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226856,40.69280515438298,38.8855970473612,7.51,9.682142857142855,10.2,0.15,0.06928571428571427,0.05535714285714286,22
2007-05-29,CULEX RESTUANS,0,T046,41.891118,-87.65449100000002,1.0,88,62,75,11,58,65,0,10,421,1917,0.0,29.42,30.1,5.8,17,6.95,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62.733525549370746,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226856,40.69280515438298,38.8855970473612,7.51,9.682142857142855,10.2,0.15,0.06928571428571427,0.05535714285714286,22
2007-05-29,CULEX RESTUANS,0,T129,41.891126,-87.61156,1.0,88,62,75,11,58,65,0,10,421,1917,0.0,29.42,30.1,5.8,17,6.95,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62.733525549370746,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226856,40.69280515438298,38.8855970473612,7.51,9.682142857142855,10.2,0.15,0.06928571428571427,0.05535714285714286,22
2007-05-29,CULEX RESTUANS,0,T049,41.896282,-87.655232,1.0,88,62,75,11,58,65,0,10,421,1917,0.0,29.42,30.1,5.8,17,6.95,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62.733525549370746,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226856,40.69280515438298,38.8855970473612,7.51,9.682142857142855,10.2,0.15,0.06928571428571427,0.05535714285714286,22
2007-05-29,CULEX RESTUANS,0,T153,41.907645,-87.760886,1.0,88,62,75,11,58,65,0,10,421,1917,0.0,29.42,30.1,5.8,17,6.95,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62.733525549370746,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226856,40.69280515438298,38.8855970473612,7.51,9.682142857142855,10.2,0.15,0.06928571428571427,0.05535714285714286,22
2007-05-29,CULEX RESTUANS,0,T045,41.9216,-87.666455,1.0,88,62,75,11,58,65,0,10,421,1917,0.0,29.42,30.1,5.8,17,6.95,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62.733525549370746,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226856,40.69280515438298,38.8855970473612,7.51,9.682142857142855,10.2,0.15,0.06928571428571427,0.05535714285714286,22
2007-05-29,CULEX RESTUANS,0,T054,41.921965,-87.632085,1.0,88,62,75,11,58,65,0,10,421,1917,0.0,29.42,30.1,5.8,17,6.95,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62.733525549370746,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226856,40.69280515438298,38.8855970473612,7.51,9.682142857142855,10.2,0.15,0.06928571428571427,0.05535714285714286,22
2007-05-29,CULEX RESTUANS,0,T002,41.95469,-87.800991,1.0,88,62,75,11,58,65,0,10,421,1917,0.0,29.42,30.1,5.8,17,6.95,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62.733525549370746,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226856,40.69280515438298,38.8855970473612,7.51,9.682142857142855,10.2,0.15,0.06928571428571427,0.05535714285714286,22
2007-05-29,CULEX RESTUANS,0,T015,41.974089,-87.824812,1.0,88,62,75,11,58,65,0,10,421,1917,0.0,29.42,30.1,5.8,17,6.95,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62.733525549370746,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226856,40.69280515438298,38.8855970473612,7.51,9.682142857142855,10.2,0.15,0.06928571428571427,0.05535714285714286,22
2007-05-29,CULEX RESTUANS,0,T007,41.994991,-87.769279,1.0,88,62,75,11,58,65,0,10,421,1917,0.0,29.42,30.1,5.8,17,6.95,0,1,0,0,0,0,0,0,0,1,0,0,0,0,62.733525549370746,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226856,40.69280515438298,38.8855970473612,7.51,9.682142857142855,10.2,0.15,0.06928571428571427,0.05535714285714286,22
2007-06-05,CULEX PIPIENS,0,T135,41.662014,-87.72460799999998,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS,0,T096,41.731922,-87.677512,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS,0,T048,41.867108,-87.654224,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS,0,T045,41.9216,-87.666455,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS,0,T002,41.95469,-87.800991,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T135,41.662014,-87.72460799999998,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T158,41.682587,-87.707973,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T094,41.720848,-87.666014,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T162,41.725516999999996,-87.61425799999998,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T096,41.731922,-87.677512,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T031,41.801497999999995,-87.763416,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T048,41.867108,-87.654224,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T090,41.868077,-87.666901,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T092,41.869215999999994,-87.627561,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T151,41.916265,-87.800515,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T050,41.919343,-87.694259,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T045,41.9216,-87.666455,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T218,41.948167,-87.730698,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T142,41.953067,-87.776792,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T002,41.95469,-87.800991,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T146,41.958271,-87.702575,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T141,41.961743,-87.76007,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T015,41.974089,-87.824812,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T149,41.994469,-87.667736,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX PIPIENS/RESTUANS,0,T143,41.999128999999996,-87.795585,2.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX RESTUANS,0,T135,41.662014,-87.72460799999998,1.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX RESTUANS,0,T158,41.682587,-87.707973,1.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX RESTUANS,0,T086,41.688324,-87.676709,1.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX RESTUANS,0,T089,41.723195000000004,-87.64997,1.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX RESTUANS,0,T096,41.731922,-87.677512,1.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX RESTUANS,0,T159,41.732984,-87.649642,1.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX RESTUANS,0,T152,41.846075,-87.716277,1.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX RESTUANS,0,T048,41.867108,-87.654224,1.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX RESTUANS,0,T090,41.868077,-87.666901,1.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX RESTUANS,0,T145,41.878114000000004,-87.629798,1.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX RESTUANS,0,T046,41.891118,-87.65449100000002,1.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
2007-06-05,CULEX RESTUANS,0,T049,41.896282,-87.655232,1.0,63,49,56,-8,47,51,8,0,417,1923,0.34,29.13,29.78,5.7,4,7.85,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63.77222146831322,-19.0,67.8,69.14285714285714,65.82142857142857,73.1389644457918,62.864592128976014,48.4154527397716,7.719999999999999,8.84285714285714,9.473214285714286,0.214,0.15071428571428566,0.10285714285714287,23
